RootFolder,File,RelativePath,DateTime,DeleteFlag,DayTime,deployement_number,photo_camera_id,cougar,raven,magpie,coyote,golden_eagle,bald_eagle,wolf,fox,other_species,other_count,comment,
22-305_262,IMG_0119.MP4,262, 2022-12-15 03:21:02,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0120.MP4,262, 2022-12-15 03:22:30,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0121.MP4,262, 2022-12-15 03:24:06,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0122.MP4,262, 2022-12-15 03:25:36,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0123.MP4,262, 2022-12-15 03:27:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0124.MP4,262, 2022-12-15 03:28:26,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0125.MP4,262, 2022-12-15 03:29:54,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0126.MP4,262, 2022-12-15 03:31:18,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0127.MP4,262, 2022-12-15 03:32:42,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0128.MP4,262, 2022-12-15 03:34:16,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0129.MP4,262, 2022-12-15 03:35:38,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0130.MP4,262, 2022-12-15 03:37:08,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0131.MP4,262, 2022-12-15 03:38:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0132.MP4,262, 2022-12-15 03:40:06,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0133.MP4,262, 2022-12-15 03:41:40,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0134.MP4,262, 2022-12-15 03:43:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0135.MP4,262, 2022-12-15 03:44:38,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0136.MP4,262, 2022-12-15 03:46:44,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0137.MP4,262, 2022-12-15 03:48:08,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0138.MP4,262, 2022-12-15 03:49:32,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0139.MP4,262, 2022-12-15 03:51:00,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0140.MP4,262, 2022-12-15 03:52:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0141.MP4,262, 2022-12-15 03:54:00,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0142.MP4,262, 2022-12-15 03:55:24,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0143.MP4,262, 2022-12-15 03:56:46,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0144.MP4,262, 2022-12-15 03:58:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0145.MP4,262, 2022-12-15 04:00:06,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0146.MP4,262, 2022-12-15 04:01:44,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0147.MP4,262, 2022-12-15 04:03:08,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0148.MP4,262, 2022-12-15 04:05:20,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0149.MP4,262, 2022-12-15 04:07:46,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0150.MP4,262, 2022-12-15 04:09:16,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0151.MP4,262, 2022-12-15 04:10:50,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0152.MP4,262, 2022-12-15 04:12:46,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0153.MP4,262, 2022-12-15 04:14:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0154.MP4,262, 2022-12-15 04:15:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0155.MP4,262, 2022-12-15 04:48:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0156.MP4,262, 2022-12-15 05:05:26,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0157.MP4,262, 2022-12-15 05:14:46,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0158.MP4,262, 2022-12-15 05:18:02,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0159.MP4,262, 2022-12-15 05:19:26,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0160.MP4,262, 2022-12-15 05:21:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0161.MP4,262, 2022-12-15 05:24:14,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0162.MP4,262, 2022-12-15 05:27:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
